Date,home,visitor,hgoal,vgoal,FT,Season,result
2020-10-26,AC Milan,AS Roma,3,3,3-3,2020,D
2020-10-31,FC Crotone,Atalanta,1,2,1-2,2020,A
2020-10-31,Inter,Parma FC,2,2,2-2,2020,D
2020-10-31,Bologna FC,Cagliari Calcio,3,2,3-2,2020,H
2020-11-01,Udinese Calcio,AC Milan,1,2,1-2,2020,A
2020-11-01,Spezia Calcio,Juventus,1,4,1-4,2020,A
2020-11-01,Torino FC,Lazio Roma,3,4,3-4,2020,A
2020-11-01,SSC Napoli,Sassuolo Calcio,0,2,0-2,2020,A
2020-11-01,AS Roma,ACF Fiorentina,2,0,2-0,2020,H
2020-11-01,Sampdoria,Genoa CFC,1,1,1-1,2020,D
2020-11-02,Hellas Verona,Benevento,3,1,3-1,2020,H
2020-11-04,Genoa CFC,Torino FC,1,2,1-2,2020,A
2020-11-06,Sassuolo Calcio,Udinese Calcio,0,0,0-0,2020,D
2020-11-07,Cagliari Calcio,Sampdoria,2,0,2-0,2020,H
2020-11-07,Benevento,Spezia Calcio,0,3,0-3,2020,A
2020-11-07,Parma FC,ACF Fiorentina,0,0,0-0,2020,D
2020-11-08,Lazio Roma,Juventus,1,1,1-1,2020,D
2020-11-08,Atalanta,Inter,1,1,1-1,2020,D
2020-11-08,Genoa CFC,AS Roma,1,3,1-3,2020,A
2020-11-08,Torino FC,FC Crotone,0,0,0-0,2020,D
2020-11-08,Bologna FC,SSC Napoli,0,1,0-1,2020,A
2020-11-08,AC Milan,Hellas Verona,2,2,2-2,2020,D
2020-11-21,FC Crotone,Lazio Roma,0,2,0-2,2020,A
2020-11-21,Spezia Calcio,Atalanta,0,0,0-0,2020,D
2020-11-21,Juventus,Cagliari Calcio,2,0,2-0,2020,H
2020-11-22,ACF Fiorentina,Benevento,0,1,0-1,2020,A
2020-11-22,Inter,Torino FC,4,2,4-2,2020,H
2020-11-22,AS Roma,Parma FC,3,0,3-0,2020,H
2020-11-22,Sampdoria,Bologna FC,1,2,1-2,2020,A
2020-11-22,Hellas Verona,Sassuolo Calcio,0,2,0-2,2020,A
2020-11-22,Udinese Calcio,Genoa CFC,1,0,1-0,2020,H
2020-11-22,SSC Napoli,AC Milan,1,3,1-3,2020,A
2020-11-28,Sassuolo Calcio,Inter,0,3,0-3,2020,A
2020-11-28,Benevento,Juventus,1,1,1-1,2020,D
2020-11-28,Atalanta,Hellas Verona,0,2,0-2,2020,A
2020-11-29,Lazio Roma,Udinese Calcio,1,3,1-3,2020,A
2020-11-29,Bologna FC,FC Crotone,1,0,1-0,2020,H
2020-11-29,AC Milan,ACF Fiorentina,2,0,2-0,2020,H
2020-11-29,Cagliari Calcio,Spezia Calcio,2,2,2-2,2020,D
2020-11-29,SSC Napoli,AS Roma,4,0,4-0,2020,H
2020-11-30,Torino FC,Sampdoria,2,2,2-2,2020,D
2020-11-30,Genoa CFC,Parma FC,1,2,1-2,2020,A
2020-12-05,Spezia Calcio,Lazio Roma,1,2,1-2,2020,A
2020-12-05,Juventus,Torino FC,2,1,2-1,2020,H
2020-12-05,Inter,Bologna FC,3,1,3-1,2020,H
2020-12-06,Hellas Verona,Cagliari Calcio,1,1,1-1,2020,D
2020-12-06,Parma FC,Benevento,0,0,0-0,2020,D
2020-12-06,AS Roma,Sassuolo Calcio,0,0,0-0,2020,D
2020-12-06,FC Crotone,SSC Napoli,0,4,0-4,2020,A
2020-12-06,Sampdoria,AC Milan,1,2,1-2,2020,A
2020-12-07,ACF Fiorentina,Genoa CFC,1,1,1-1,2020,D
2020-12-11,Sassuolo Calcio,Benevento,1,0,1-0,2020,H
2020-12-12,FC Crotone,Spezia Calcio,4,1,4-1,2020,H
2020-12-12,Torino FC,Udinese Calcio,2,3,2-3,2020,A
2020-12-12,Lazio Roma,Hellas Verona,1,2,1-2,2020,A
2020-12-13,Cagliari Calcio,Inter,1,3,1-3,2020,A
2020-12-13,Atalanta,ACF Fiorentina,3,0,3-0,2020,H
2020-12-13,Bologna FC,AS Roma,1,5,1-5,2020,A
2020-12-13,SSC Napoli,Sampdoria,2,1,2-1,2020,H
2020-12-13,Genoa CFC,Juventus,1,3,1-3,2020,A
2020-12-13,AC Milan,Parma FC,2,2,2-2,2020,D
2020-12-15,Udinese Calcio,FC Crotone,0,0,0-0,2020,D
2020-12-15,Benevento,Lazio Roma,1,1,1-1,2020,D
2020-12-16,Juventus,Atalanta,1,1,1-1,2020,D
2020-12-16,ACF Fiorentina,Sassuolo Calcio,1,1,1-1,2020,D
2020-12-16,Genoa CFC,AC Milan,2,2,2-2,2020,D
2020-12-16,Inter,SSC Napoli,1,0,1-0,2020,H
2020-12-16,Parma FC,Cagliari Calcio,0,0,0-0,2020,D
2020-12-16,Spezia Calcio,Bologna FC,2,2,2-2,2020,D
2020-12-16,Hellas Verona,Sampdoria,1,2,1-2,2020,A
2020-12-17,AS Roma,Torino FC,3,1,3-1,2020,H
2020-12-19,ACF Fiorentina,Hellas Verona,1,1,1-1,2020,D
2020-12-19,Sampdoria,FC Crotone,3,1,3-1,2020,H
2020-12-19,Parma FC,Juventus,0,4,0-4,2020,A
2020-12-20,Torino FC,Bologna FC,1,1,1-1,2020,D
2020-12-20,Benevento,Genoa CFC,2,0,2-0,2020,H
2020-12-20,Cagliari Calcio,Udinese Calcio,1,1,1-1,2020,D
2020-12-20,Inter,Spezia Calcio,2,1,2-1,2020,H
2020-12-20,Sassuolo Calcio,AC Milan,1,2,1-2,2020,A
2020-12-20,Atalanta,AS Roma,4,1,4-1,2020,H
2020-12-20,Lazio Roma,SSC Napoli,2,0,2-0,2020,H
2020-12-22,FC Crotone,Parma FC,2,1,2-1,2020,H
2020-12-22,Juventus,ACF Fiorentina,0,3,0-3,2020,A
2020-12-23,Hellas Verona,Inter,1,2,1-2,2020,A
2020-12-23,Bologna FC,Atalanta,2,2,2-2,2020,D
2020-12-23,AC Milan,Lazio Roma,3,2,3-2,2020,H
2020-12-23,SSC Napoli,Torino FC,1,1,1-1,2020,D
2020-12-23,AS Roma,Cagliari Calcio,3,2,3-2,2020,H
2020-12-23,Sampdoria,Sassuolo Calcio,2,3,2-3,2020,A
2020-12-23,Spezia Calcio,Genoa CFC,1,2,1-2,2020,A
2020-12-23,Udinese Calcio,Benevento,0,2,0-2,2020,A
2021-01-03,Inter,FC Crotone,6,2,6-2,2020,H
2021-01-03,Atalanta,Sassuolo Calcio,5,1,5-1,2020,H
2021-01-03,Cagliari Calcio,SSC Napoli,1,4,1-4,2020,A
2021-01-03,ACF Fiorentina,Bologna FC,0,0,0-0,2020,D
2021-01-03,Genoa CFC,Lazio Roma,1,1,1-1,2020,D
2021-01-03,Parma FC,Torino FC,0,3,0-3,2020,A
2021-01-03,AS Roma,Sampdoria,1,0,1-0,2020,H
2021-01-03,Spezia Calcio,Hellas Verona,0,1,0-1,2020,A
2021-01-03,Benevento,AC Milan,0,2,0-2,2020,A
2021-01-03,Juventus,Udinese Calcio,4,1,4-1,2020,H
2021-01-06,Cagliari Calcio,Benevento,1,2,1-2,2020,A
2021-01-06,Atalanta,Parma FC,3,0,3-0,2020,H
2021-01-06,Bologna FC,Udinese Calcio,2,2,2-2,2020,D
2021-01-06,FC Crotone,AS Roma,1,3,1-3,2020,A
2021-01-06,Lazio Roma,ACF Fiorentina,2,1,2-1,2020,H
2021-01-06,Sampdoria,Inter,2,1,2-1,2020,H
2021-01-06,Sassuolo Calcio,Genoa CFC,2,1,2-1,2020,H
2021-01-06,Torino FC,Hellas Verona,1,1,1-1,2020,D
2021-01-06,SSC Napoli,Spezia Calcio,1,2,1-2,2020,A
2021-01-06,AC Milan,Juventus,1,3,1-3,2020,A
2021-01-09,Benevento,Atalanta,1,4,1-4,2020,A
2021-01-09,Genoa CFC,Bologna FC,2,0,2-0,2020,H
2021-01-09,AC Milan,Torino FC,2,0,2-0,2020,H
2021-01-10,AS Roma,Inter,2,2,2-2,2020,D
2021-01-10,Parma FC,Lazio Roma,0,2,0-2,2020,A
2021-01-10,Udinese Calcio,SSC Napoli,1,2,1-2,2020,A
2021-01-10,Hellas Verona,FC Crotone,2,1,2-1,2020,H
2021-01-10,ACF Fiorentina,Cagliari Calcio,1,0,1-0,2020,H
2021-01-10,Juventus,Sassuolo Calcio,3,1,3-1,2020,H
2021-01-11,Spezia Calcio,Sampdoria,2,1,2-1,2020,H
2021-01-15,Lazio Roma,AS Roma,3,0,3-0,2020,H
2021-01-16,Bologna FC,Hellas Verona,1,0,1-0,2020,H
2021-01-16,Torino FC,Spezia Calcio,0,0,0-0,2020,D
2021-01-16,Sampdoria,Udinese Calcio,2,1,2-1,2020,H
2021-01-17,SSC Napoli,ACF Fiorentina,6,0,6-0,2020,H
2021-01-17,FC Crotone,Benevento,4,1,4-1,2020,H
2021-01-17,Sassuolo Calcio,Parma FC,1,1,1-1,2020,D
2021-01-17,Atalanta,Genoa CFC,0,0,0-0,2020,D
2021-01-17,Inter,Juventus,2,0,2-0,2020,H
2021-01-18,Cagliari Calcio,AC Milan,0,2,0-2,2020,A
2021-01-20,Udinese Calcio,Atalanta,1,1,1-1,2020,D
2021-01-22,Benevento,Torino FC,2,2,2-2,2020,D
2021-01-23,AS Roma,Spezia Calcio,4,3,4-3,2020,H
2021-01-23,AC Milan,Atalanta,0,3,0-3,2020,A
2021-01-23,Udinese Calcio,Inter,0,0,0-0,2020,D
2021-01-23,ACF Fiorentina,FC Crotone,2,1,2-1,2020,H
2021-01-24,Juventus,Bologna FC,2,0,2-0,2020,H
2021-01-24,Genoa CFC,Cagliari Calcio,1,0,1-0,2020,H
2021-01-24,Hellas Verona,SSC Napoli,3,1,3-1,2020,H
2021-01-24,Lazio Roma,Sassuolo Calcio,2,1,2-1,2020,H
2021-01-24,Parma FC,Sampdoria,0,2,0-2,2020,A
2021-01-29,Torino FC,ACF Fiorentina,1,1,1-1,2020,D
2021-01-30,Bologna FC,AC Milan,1,2,1-2,2020,A
2021-01-30,Sampdoria,Juventus,0,2,0-2,2020,A
2021-01-30,Inter,Benevento,4,0,4-0,2020,H
2021-01-31,Spezia Calcio,Udinese Calcio,0,1,0-1,2020,A
2021-01-31,Atalanta,Lazio Roma,1,3,1-3,2020,A
2021-01-31,Cagliari Calcio,Sassuolo Calcio,1,1,1-1,2020,D
2021-01-31,FC Crotone,Genoa CFC,0,3,0-3,2020,A
2021-01-31,SSC Napoli,Parma FC,2,0,2-0,2020,H
2021-01-31,AS Roma,Hellas Verona,3,1,3-1,2020,H
2021-02-05,ACF Fiorentina,Inter,0,2,0-2,2020,A
2021-02-06,Atalanta,Torino FC,3,3,3-3,2020,D
2021-02-06,Sassuolo Calcio,Spezia Calcio,1,2,1-2,2020,A
2021-02-06,Juventus,AS Roma,2,0,2-0,2020,H
2021-02-06,Genoa CFC,SSC Napoli,2,1,2-1,2020,H
2021-02-07,Benevento,Sampdoria,1,1,1-1,2020,D
2021-02-07,AC Milan,FC Crotone,4,0,4-0,2020,H
2021-02-07,Udinese Calcio,Hellas Verona,2,0,2-0,2020,H
2021-02-07,Parma FC,Bologna FC,0,3,0-3,2020,A
2021-02-07,Lazio Roma,Cagliari Calcio,1,0,1-0,2020,H
2021-02-12,Bologna FC,Benevento,1,1,1-1,2020,D
2021-02-13,Torino FC,Genoa CFC,0,0,0-0,2020,D
2021-02-13,SSC Napoli,Juventus,1,0,1-0,2020,H
2021-02-13,Spezia Calcio,AC Milan,2,0,2-0,2020,H
2021-02-14,AS Roma,Udinese Calcio,3,0,3-0,2020,H
2021-02-14,Cagliari Calcio,Atalanta,0,1,0-1,2020,A
2021-02-14,Sampdoria,ACF Fiorentina,2,1,2-1,2020,H
2021-02-14,FC Crotone,Sassuolo Calcio,1,2,1-2,2020,A
2021-02-14,Inter,Lazio Roma,3,1,3-1,2020,H
2021-02-15,Hellas Verona,Parma FC,2,1,2-1,2020,H
2021-02-19,ACF Fiorentina,Spezia Calcio,3,0,3-0,2020,H
2021-02-19,Cagliari Calcio,Torino FC,0,1,0-1,2020,A
2021-02-20,Lazio Roma,Sampdoria,1,0,1-0,2020,H
2021-02-20,Genoa CFC,Hellas Verona,2,2,2-2,2020,D
2021-02-20,Sassuolo Calcio,Bologna FC,1,1,1-1,2020,D
2021-02-21,Parma FC,Udinese Calcio,2,2,2-2,2020,D
2021-02-21,AC Milan,Inter,0,3,0-3,2020,A
2021-02-21,Atalanta,SSC Napoli,4,2,4-2,2020,H
2021-02-21,Benevento,AS Roma,0,0,0-0,2020,D
2021-02-22,Juventus,FC Crotone,3,0,3-0,2020,H
2021-02-27,Spezia Calcio,Parma FC,2,2,2-2,2020,D
2021-02-27,Bologna FC,Lazio Roma,2,0,2-0,2020,H
2021-02-27,Hellas Verona,Juventus,1,1,1-1,2020,D
2021-02-28,Sampdoria,Atalanta,0,2,0-2,2020,A
2021-02-28,FC Crotone,Cagliari Calcio,0,2,0-2,2020,A
2021-02-28,Inter,Genoa CFC,3,0,3-0,2020,H
2021-02-28,Udinese Calcio,ACF Fiorentina,1,0,1-0,2020,H
2021-02-28,SSC Napoli,Benevento,2,0,2-0,2020,H
2021-02-28,AS Roma,AC Milan,1,2,1-2,2020,A
2021-03-02,Juventus,Spezia Calcio,3,0,3-0,2020,H
2021-03-03,Sassuolo Calcio,SSC Napoli,3,3,3-3,2020,D
2021-03-03,Atalanta,FC Crotone,5,1,5-1,2020,H
2021-03-03,Benevento,Hellas Verona,0,3,0-3,2020,A
2021-03-03,Cagliari Calcio,Bologna FC,1,0,1-0,2020,H
2021-03-03,ACF Fiorentina,AS Roma,1,2,1-2,2020,A
2021-03-03,Genoa CFC,Sampdoria,1,1,1-1,2020,D
2021-03-03,AC Milan,Udinese Calcio,1,1,1-1,2020,D
2021-03-04,Parma FC,Inter,1,2,1-2,2020,A
2021-03-06,Spezia Calcio,Benevento,1,1,1-1,2020,D
2021-03-06,Udinese Calcio,Sassuolo Calcio,2,0,2-0,2020,H
2021-03-06,Juventus,Lazio Roma,3,1,3-1,2020,H
2021-03-07,AS Roma,Genoa CFC,1,0,1-0,2020,H
2021-03-07,FC Crotone,Torino FC,4,2,4-2,2020,H
2021-03-07,ACF Fiorentina,Parma FC,3,3,3-3,2020,D
2021-03-07,Hellas Verona,AC Milan,0,2,0-2,2020,A
2021-03-07,Sampdoria,Cagliari Calcio,2,2,2-2,2020,D
2021-03-07,SSC Napoli,Bologna FC,3,1,3-1,2020,H
2021-03-08,Inter,Atalanta,1,0,1-0,2020,H
2021-03-12,Lazio Roma,FC Crotone,3,2,3-2,2020,H
2021-03-12,Atalanta,Spezia Calcio,3,1,3-1,2020,H
2021-03-13,Sassuolo Calcio,Hellas Verona,3,2,3-2,2020,H
2021-03-13,Benevento,ACF Fiorentina,1,4,1-4,2020,A
2021-03-13,Genoa CFC,Udinese Calcio,1,1,1-1,2020,D
2021-03-14,Bologna FC,Sampdoria,3,1,3-1,2020,H
2021-03-14,Parma FC,AS Roma,2,0,2-0,2020,H
2021-03-14,Torino FC,Inter,1,2,1-2,2020,A
2021-03-14,Cagliari Calcio,Juventus,1,3,1-3,2020,A
2021-03-14,AC Milan,SSC Napoli,0,1,0-1,2020,A
2021-03-17,Torino FC,Sassuolo Calcio,3,2,3-2,2020,H
2021-03-19,Parma FC,Genoa CFC,1,2,1-2,2020,A
2021-03-20,FC Crotone,Bologna FC,2,3,2-3,2020,A
2021-03-20,Spezia Calcio,Cagliari Calcio,2,1,2-1,2020,H
2021-03-21,Hellas Verona,Atalanta,0,2,0-2,2020,A
2021-03-21,Juventus,Benevento,0,1,0-1,2020,A
2021-03-21,Sampdoria,Torino FC,1,0,1-0,2020,H
2021-03-21,Udinese Calcio,Lazio Roma,0,1,0-1,2020,A
2021-03-21,ACF Fiorentina,AC Milan,2,3,2-3,2020,A
2021-03-21,AS Roma,SSC Napoli,0,2,0-2,2020,A
2021-04-03,AC Milan,Sampdoria,1,1,1-1,2020,D
2021-04-03,Atalanta,Udinese Calcio,3,2,3-2,2020,H
2021-04-03,Benevento,Parma FC,2,2,2-2,2020,D
2021-04-03,Cagliari Calcio,Hellas Verona,0,2,0-2,2020,A
2021-04-03,Genoa CFC,ACF Fiorentina,1,1,1-1,2020,D
2021-04-03,Lazio Roma,Spezia Calcio,2,1,2-1,2020,H
2021-04-03,SSC Napoli,FC Crotone,4,3,4-3,2020,H
2021-04-03,Sassuolo Calcio,AS Roma,2,2,2-2,2020,D
2021-04-03,Torino FC,Juventus,2,2,2-2,2020,D
2021-04-03,Bologna FC,Inter,0,1,0-1,2020,A
2021-04-07,Inter,Sassuolo Calcio,2,1,2-1,2020,H
2021-04-07,Juventus,SSC Napoli,2,1,2-1,2020,H
2021-04-10,Spezia Calcio,FC Crotone,3,2,3-2,2020,H
2021-04-10,Parma FC,AC Milan,1,3,1-3,2020,A
2021-04-10,Udinese Calcio,Torino FC,0,1,0-1,2020,A
2021-04-11,Inter,Cagliari Calcio,1,0,1-0,2020,H
2021-04-11,Juventus,Genoa CFC,3,1,3-1,2020,H
2021-04-11,Sampdoria,SSC Napoli,0,2,0-2,2020,A
2021-04-11,Hellas Verona,Lazio Roma,0,1,0-1,2020,A
2021-04-11,AS Roma,Bologna FC,1,0,1-0,2020,H
2021-04-11,ACF Fiorentina,Atalanta,2,3,2-3,2020,A
2021-04-12,Benevento,Sassuolo Calcio,0,1,0-1,2020,A
2021-04-17,FC Crotone,Udinese Calcio,1,2,1-2,2020,A
2021-04-17,Sampdoria,Hellas Verona,3,1,3-1,2020,H
2021-04-17,Sassuolo Calcio,ACF Fiorentina,3,1,3-1,2020,H
2021-04-17,Cagliari Calcio,Parma FC,4,3,4-3,2020,H
2021-04-18,AC Milan,Genoa CFC,2,1,2-1,2020,H
2021-04-18,Atalanta,Juventus,1,0,1-0,2020,H
2021-04-18,Bologna FC,Spezia Calcio,4,1,4-1,2020,H
2021-04-18,Lazio Roma,Benevento,5,3,5-3,2020,H
2021-04-18,Torino FC,AS Roma,3,1,3-1,2020,H
2021-04-18,SSC Napoli,Inter,1,1,1-1,2020,D
2021-04-20,Hellas Verona,ACF Fiorentina,1,2,1-2,2020,A
2021-04-21,AC Milan,Sassuolo Calcio,1,2,1-2,2020,A
2021-04-21,Bologna FC,Torino FC,1,1,1-1,2020,D
2021-04-21,FC Crotone,Sampdoria,0,1,0-1,2020,A
2021-04-21,Genoa CFC,Benevento,2,2,2-2,2020,D
2021-04-21,Juventus,Parma FC,3,1,3-1,2020,H
2021-04-21,Spezia Calcio,Inter,1,1,1-1,2020,D
2021-04-21,Udinese Calcio,Cagliari Calcio,0,1,0-1,2020,A
2021-04-22,AS Roma,Atalanta,1,1,1-1,2020,D
2021-04-22,SSC Napoli,Lazio Roma,5,2,5-2,2020,H
2021-04-24,Genoa CFC,Spezia Calcio,2,0,2-0,2020,H
2021-04-24,Parma FC,FC Crotone,3,4,3-4,2020,A
2021-04-24,Sassuolo Calcio,Sampdoria,1,0,1-0,2020,H
2021-04-25,Benevento,Udinese Calcio,2,4,2-4,2020,A
2021-04-25,ACF Fiorentina,Juventus,1,1,1-1,2020,D
2021-04-25,Inter,Hellas Verona,1,0,1-0,2020,H
2021-04-25,Cagliari Calcio,AS Roma,3,2,3-2,2020,H
2021-04-25,Atalanta,Bologna FC,5,0,5-0,2020,H
2021-04-26,Torino FC,SSC Napoli,0,2,0-2,2020,A
2021-04-26,Lazio Roma,AC Milan,3,0,3-0,2020,H
2021-05-01,Hellas Verona,Spezia Calcio,1,1,1-1,2020,D
2021-05-01,FC Crotone,Inter,0,2,0-2,2020,A
2021-05-01,AC Milan,Benevento,2,0,2-0,2020,H
2021-05-02,Lazio Roma,Genoa CFC,4,3,4-3,2020,H
2021-05-02,Bologna FC,ACF Fiorentina,3,3,3-3,2020,D
2021-05-02,SSC Napoli,Cagliari Calcio,1,1,1-1,2020,D
2021-05-02,Sassuolo Calcio,Atalanta,1,1,1-1,2020,D
2021-05-02,Udinese Calcio,Juventus,1,2,1-2,2020,A
2021-05-02,Sampdoria,AS Roma,2,0,2-0,2020,H
2021-05-03,Torino FC,Parma FC,1,0,1-0,2020,H
2021-05-08,Spezia Calcio,SSC Napoli,1,4,1-4,2020,A
2021-05-08,Udinese Calcio,Bologna FC,1,1,1-1,2020,D
2021-05-08,Inter,Sampdoria,5,1,5-1,2020,H
2021-05-08,ACF Fiorentina,Lazio Roma,2,0,2-0,2020,H
2021-05-09,Genoa CFC,Sassuolo Calcio,1,2,1-2,2020,A
2021-05-09,Benevento,Cagliari Calcio,1,3,1-3,2020,A
2021-05-09,Parma FC,Atalanta,2,5,2-5,2020,A
2021-05-09,Hellas Verona,Torino FC,1,1,1-1,2020,D
2021-05-09,AS Roma,FC Crotone,5,0,5-0,2020,H
2021-05-09,Juventus,AC Milan,0,3,0-3,2020,A
2021-05-11,SSC Napoli,Udinese Calcio,5,1,5-1,2020,H
2021-05-12,Cagliari Calcio,ACF Fiorentina,0,0,0-0,2020,D
2021-05-12,Atalanta,Benevento,2,0,2-0,2020,H
2021-05-12,Bologna FC,Genoa CFC,0,2,0-2,2020,A
2021-05-12,Inter,AS Roma,3,1,3-1,2020,H
2021-05-12,Lazio Roma,Parma FC,1,0,1-0,2020,H
2021-05-12,Sampdoria,Spezia Calcio,2,2,2-2,2020,D
2021-05-12,Sassuolo Calcio,Juventus,1,3,1-3,2020,A
2021-05-12,Torino FC,AC Milan,0,7,0-7,2020,A
2021-05-13,FC Crotone,Hellas Verona,2,1,2-1,2020,H
2021-05-15,Genoa CFC,Atalanta,3,4,3-4,2020,A
2021-05-15,Spezia Calcio,Torino FC,4,1,4-1,2020,H
2021-05-15,Juventus,Inter,3,2,3-2,2020,H
2021-05-15,AS Roma,Lazio Roma,2,0,2-0,2020,H
2021-05-16,ACF Fiorentina,SSC Napoli,0,2,0-2,2020,A
2021-05-16,Benevento,FC Crotone,1,1,1-1,2020,D
2021-05-16,Udinese Calcio,Sampdoria,0,1,0-1,2020,A
2021-05-16,Parma FC,Sassuolo Calcio,1,3,1-3,2020,A
2021-05-16,AC Milan,Cagliari Calcio,0,0,0-0,2020,D
2021-05-17,Hellas Verona,Bologna FC,2,2,2-2,2020,D
2021-05-18,Lazio Roma,Torino FC,0,0,0-0,2020,D
2021-05-22,Cagliari Calcio,Genoa CFC,0,1,0-1,2020,A
2021-05-22,FC Crotone,ACF Fiorentina,0,0,0-0,2020,D
2021-05-22,Sampdoria,Parma FC,3,0,3-0,2020,H
2021-05-23,Inter,Udinese Calcio,5,1,5-1,2020,H
2021-05-23,Atalanta,AC Milan,0,2,0-2,2020,A
2021-05-23,Bologna FC,Juventus,1,4,1-4,2020,A
2021-05-23,SSC Napoli,Hellas Verona,1,1,1-1,2020,D
2021-05-23,Sassuolo Calcio,Lazio Roma,2,0,2-0,2020,H
2021-05-23,Spezia Calcio,AS Roma,2,2,2-2,2020,D
2021-05-23,Torino FC,Benevento,1,1,1-1,2020,D
2021-08-21,Inter,Genoa CFC,4,0,4-0,2021,H
2021-08-21,Hellas Verona,Sassuolo Calcio,2,3,2-3,2021,A
2021-08-21,Empoli FC,Lazio Roma,1,3,1-3,2021,A
2021-08-21,Torino FC,Atalanta,1,2,1-2,2021,A
2021-08-22,Bologna FC,Salernitana Calcio 1919,3,2,3-2,2021,H
2021-08-22,Udinese Calcio,Juventus,2,2,2-2,2021,D
2021-08-22,SSC Napoli,AC Venezia,2,0,2-0,2021,H
2021-08-22,AS Roma,ACF Fiorentina,3,1,3-1,2021,H
2021-08-23,Cagliari Calcio,Spezia Calcio,2,2,2-2,2021,D
2021-08-23,Sampdoria,AC Milan,0,1,0-1,2021,A
2021-08-27,Udinese Calcio,AC Venezia,3,0,3-0,2021,H
2021-08-27,Hellas Verona,Inter,1,3,1-3,2021,A
2021-08-28,Atalanta,Bologna FC,0,0,0-0,2021,D
2021-08-28,Lazio Roma,Spezia Calcio,6,1,6-1,2021,H
2021-08-28,ACF Fiorentina,Torino FC,2,1,2-1,2021,H
2021-08-28,Juventus,Empoli FC,0,1,0-1,2021,A
2021-08-29,Genoa CFC,SSC Napoli,1,2,1-2,2021,A
2021-08-29,Sassuolo Calcio,Sampdoria,0,0,0-0,2021,D
2021-08-29,AC Milan,Cagliari Calcio,4,1,4-1,2021,H
2021-08-29,Salernitana Calcio 1919,AS Roma,0,4,0-4,2021,A
2021-09-11,Empoli FC,AC Venezia,1,2,1-2,2021,A
2021-09-11,SSC Napoli,Juventus,2,1,2-1,2021,H
2021-09-11,Atalanta,ACF Fiorentina,1,2,1-2,2021,A
2021-09-12,Sampdoria,Inter,2,2,2-2,2021,D
2021-09-12,Cagliari Calcio,Genoa CFC,2,3,2-3,2021,A
2021-09-12,Spezia Calcio,Udinese Calcio,0,1,0-1,2021,A
2021-09-12,Torino FC,Salernitana Calcio 1919,4,0,4-0,2021,H
2021-09-12,AC Milan,Lazio Roma,2,0,2-0,2021,H
2021-09-12,AS Roma,Sassuolo Calcio,2,1,2-1,2021,H
2021-09-13,Bologna FC,Hellas Verona,1,0,1-0,2021,H
2021-09-17,Sassuolo Calcio,Torino FC,0,1,0-1,2021,A
2021-09-18,Genoa CFC,ACF Fiorentina,1,2,1-2,2021,A
2021-09-18,Inter,Bologna FC,6,1,6-1,2021,H
2021-09-18,Salernitana Calcio 1919,Atalanta,0,1,0-1,2021,A
2021-09-19,Empoli FC,Sampdoria,0,3,0-3,2021,A
2021-09-19,AC Venezia,Spezia Calcio,1,2,1-2,2021,A
2021-09-19,Lazio Roma,Cagliari Calcio,2,2,2-2,2021,D
2021-09-19,Hellas Verona,AS Roma,3,2,3-2,2021,H
2021-09-19,Juventus,AC Milan,1,1,1-1,2021,D
2021-09-20,Udinese Calcio,SSC Napoli,0,4,0-4,2021,A
2021-09-21,Bologna FC,Genoa CFC,2,2,2-2,2021,D
2021-09-21,Atalanta,Sassuolo Calcio,2,1,2-1,2021,H
2021-09-21,ACF Fiorentina,Inter,1,3,1-3,2021,A
2021-09-22,Salernitana Calcio 1919,Hellas Verona,2,2,2-2,2021,D
2021-09-22,Spezia Calcio,Juventus,2,3,2-3,2021,A
2021-09-22,Cagliari Calcio,Empoli FC,0,2,0-2,2021,A
2021-09-22,AC Milan,AC Venezia,2,0,2-0,2021,H
2021-09-23,Sampdoria,SSC Napoli,0,4,0-4,2021,A
2021-09-23,Torino FC,Lazio Roma,1,1,1-1,2021,D
2021-09-23,AS Roma,Udinese Calcio,1,0,1-0,2021,H
2021-09-25,Spezia Calcio,AC Milan,1,2,1-2,2021,A
2021-09-25,Inter,Atalanta,2,2,2-2,2021,D
2021-09-25,Genoa CFC,Hellas Verona,3,3,3-3,2021,D
2021-09-26,Juventus,Sampdoria,3,2,3-2,2021,H
2021-09-26,Empoli FC,Bologna FC,4,2,4-2,2021,H
2021-09-26,Sassuolo Calcio,Salernitana Calcio 1919,1,0,1-0,2021,H
2021-09-26,Udinese Calcio,ACF Fiorentina,0,1,0-1,2021,A
2021-09-26,Lazio Roma,AS Roma,3,2,3-2,2021,H
2021-09-26,SSC Napoli,Cagliari Calcio,2,0,2-0,2021,H
2021-09-27,AC Venezia,Torino FC,1,1,1-1,2021,D
2021-10-01,Cagliari Calcio,AC Venezia,1,1,1-1,2021,D
2021-10-02,Salernitana Calcio 1919,Genoa CFC,1,0,1-0,2021,H
2021-10-02,Torino FC,Juventus,0,1,0-1,2021,A
2021-10-02,Sassuolo Calcio,Inter,1,2,1-2,2021,A
2021-10-03,Bologna FC,Lazio Roma,3,0,3-0,2021,H
2021-10-03,Sampdoria,Udinese Calcio,3,3,3-3,2021,D
2021-10-03,Hellas Verona,Spezia Calcio,4,0,4-0,2021,H
2021-10-03,ACF Fiorentina,SSC Napoli,1,2,1-2,2021,A
2021-10-03,AS Roma,Empoli FC,2,0,2-0,2021,H
